        #      k      largestgap  sum(wcc(:,ik))      wcc(i, ik)(i=1, NumberofSelectedOccupiedBands)
      0.23305085      0.00000000      0.00000000      0.00000000
      0.23331568      0.00000000      0.00000000      0.00000000
      0.23358051      0.00000000      0.00000000      0.00000000
      0.23384534      0.00000000      0.00000000      0.00000000
      0.23411017      0.00000000      0.00000000      0.00000000
      0.23437500      0.00000000      0.00000000      0.00000000
      0.23463983      0.00000000      0.00000000      0.00000000
      0.23490466      0.00000000      0.00000000      0.00000000
      0.23516949      0.00000000      0.00000000      0.00000000
      0.23543432      0.00000000      0.00000000      0.00000000
      0.23569915      0.00000000      0.00000000      0.00000000
      0.23596398      0.00000000      0.00000000      0.00000000
      0.23622881      0.00000000      0.00000000      0.00000000
      0.23649364      0.00000000      0.00000000      0.00000000
      0.23675847      0.00000000      0.00000000      0.00000000
      0.23702331      0.00000000      0.00000000      0.00000000
      0.23728814      0.00000000      0.00000000      0.00000000
      0.23755297      0.00000000      0.00000000      0.00000000
      0.23781780      0.00000000      0.00000000      0.00000000
      0.23808263      0.00000000      0.00000000      0.00000000
      0.23834746      0.00000000      0.00000000      0.00000000
      0.23861229      0.00000000      0.00000000      0.00000000
      0.23887712      0.00000000      0.00000000      0.00000000
      0.23914195      0.00000000      0.00000000      0.00000000
      0.23940678      0.00000000      0.00000000      0.00000000
      0.23967161      0.00000000      0.00000000      0.00000000
      0.23993644      0.00000000      0.00000000      0.00000000
      0.24020127      0.00000000      0.00000000      0.00000000
      0.24046610      0.00000000      0.00000000      0.00000000
      0.24073093      0.00000000      0.00000000      0.00000000
      0.24099576      0.00000000      0.00000000      0.00000000
      0.24126059      0.00000000      0.00000000      0.00000000
      0.24152542      0.00000000      0.00000000      0.00000000
      0.24179025      0.00000000      0.00000000      0.00000000
      0.24205508      0.00000000      0.00000000      0.00000000
      0.24231992      0.00000000      0.00000000      0.00000000
      0.24258475      0.00000000      0.00000000      0.00000000
      0.24284958      0.00000000      0.00000000      0.00000000
      0.24311441      0.00000000      0.00000000      0.00000000
      0.24337924      0.00000000      0.00000000      0.00000000
      0.24364407      0.00000000      0.00000000      0.00000000
      0.24390890      0.00000000      0.00000000      0.00000000
      0.24417373      0.00000000      0.00000000      0.00000000
      0.24443856      0.00000000      0.00000000      0.00000000
      0.24470339      0.00000000      0.00000000      0.00000000
      0.24496822      0.00000000      0.00000000      0.00000000
      0.24523305      0.00000000      0.00000000      0.00000000
      0.24549788      0.00000000      0.00000000      0.00000000
      0.24576271      0.00000000      0.00000000      0.00000000
      0.24602754      0.00000000      0.00000000      0.00000000
      0.24629237      0.00000000      0.00000000      0.00000000
      0.24655720      0.00000000      0.00000000      0.00000000
      0.24682203      0.00000000      0.00000000      0.00000000
      0.24708686      0.00000000      0.00000000      0.00000000
      0.24735169      0.00000000      0.00000000      0.00000000
      0.24761653      0.00000000      0.00000000      0.00000000
      0.24788136      0.00000000      0.00000000      0.00000000
      0.24814619      0.00000000      0.00000000      0.00000000
      0.24841102      0.00000000      0.00000000      0.00000000
      0.24867585      0.00000000      0.00000000      0.00000000
      0.24894068      0.00000000      0.00000000      0.00000000
      0.24920551      0.00000000      0.00000000      0.00000000
      0.24947034      0.00000000      0.00000000      0.00000000
      0.24973517      0.00000000      0.00000000      0.00000000
      0.25000000      0.00000000      0.00000000      0.00000000
      0.25026483      0.00000000      0.00000000      0.00000000
      0.25052966      0.00000000      0.00000000      0.00000000
      0.25079449      0.00000000      0.00000000      0.00000000
      0.25105932      0.00000000      0.00000000      0.00000000
      0.25132415      0.00000000      0.00000000      0.00000000
      0.25158898      0.00000000      0.00000000      0.00000000
      0.25185381      0.00000000      0.00000000      0.00000000
      0.25211864      0.00000000      0.00000000      0.00000000
      0.25238347      0.00000000      0.00000000      0.00000000
      0.25264831      0.00000000      0.00000000      0.00000000
      0.25291314      0.00000000      0.00000000      0.00000000
      0.25317797      0.00000000      0.00000000      0.00000000
      0.25344280      0.00000000      0.00000000      0.00000000
      0.25370763      0.00000000      0.00000000      0.00000000
      0.25397246      0.00000000      0.00000000      0.00000000
      0.25423729      0.00000000      0.00000000      0.00000000
      0.25450212      0.00000000      0.00000000      0.00000000
      0.25476695      0.00000000      0.00000000      0.00000000
      0.25503178      0.00000000      0.00000000      0.00000000
      0.25529661      0.00000000      0.00000000      0.00000000
      0.25556144      0.00000000      0.00000000      0.00000000
      0.25582627      0.00000000      0.00000000      0.00000000
      0.25609110      0.00000000      0.00000000      0.00000000
      0.25635593      0.00000000      0.00000000      0.00000000
      0.25662076      0.00000000      0.00000000      0.00000000
      0.25688559      0.00000000      0.00000000      0.00000000
      0.25715042      0.00000000      0.00000000      0.00000000
      0.25741525      0.00000000      0.00000000      0.00000000
      0.25768008      0.00000000      0.00000000      0.00000000
      0.25794492      0.00000000      0.00000000      0.00000000
      0.25820975      0.00000000      0.00000000      0.00000000
      0.25847458      0.00000000      0.00000000      0.00000000
      0.25873941      0.00000000      0.00000000      0.00000000
      0.25900424      0.00000000      0.00000000      0.00000000
      0.25926907      0.00000000      0.00000000      0.00000000
      0.25953390      0.00000000      0.00000000      0.00000000
      0.25979873      0.00000000      0.00000000      0.00000000
      0.26006356      0.00000000      0.00000000      0.00000000
      0.26032839      0.00000000      0.00000000      0.00000000
      0.26059322      0.00000000      0.00000000      0.00000000
      0.26085805      0.00000000      0.00000000      0.00000000
      0.26112288      0.00000000      0.00000000      0.00000000
      0.26138771      0.00000000      0.00000000      0.00000000
      0.26165254      0.00000000      0.00000000      0.00000000
      0.26191737      0.00000000      0.00000000      0.00000000
      0.26218220      0.00000000      0.00000000      0.00000000
      0.26244703      0.00000000      0.00000000      0.00000000
      0.26271186      0.00000000      0.00000000      0.00000000
      0.26297669      0.00000000      0.00000000      0.00000000
      0.26324153      0.00000000      0.00000000      0.00000000
      0.26350636      0.00000000      0.00000000      0.00000000
      0.26377119      0.00000000      0.00000000      0.00000000
      0.26403602      0.00000000      0.00000000      0.00000000
      0.26430085      0.00000000      0.00000000      0.00000000
      0.26456568      0.00000000      0.00000000      0.00000000
      0.26483051      0.00000000      0.00000000      0.00000000
      0.26509534      0.00000000      0.00000000      0.00000000
      0.26536017      0.00000000      0.00000000      0.00000000
      0.26562500      0.00000000      0.00000000      0.00000000
      0.26588983      0.00000000      0.00000000      0.00000000
      0.26615466      0.00000000      0.00000000      0.00000000
      0.26641949      0.00000000      0.00000000      0.00000000
      0.26668432      0.00000000      0.00000000      0.00000000
      0.26694915      0.00000000      0.00000000      0.00000000
      0.26721398      0.00000000      0.00000000      0.00000000
      0.26747881      0.00000000      0.00000000      0.00000000
      0.26774364      0.00000000      0.00000000      0.00000000
      0.26800847      0.00000000      0.00000000      0.00000000
      0.26827331      0.00000000      0.00000000      0.00000000
      0.26853814      0.00000000      0.00000000      0.00000000
      0.26880297      0.00000000      0.00000000      0.00000000
      0.26906780      0.00000000      0.00000000      0.00000000
      0.26933263      0.00000000      0.00000000      0.00000000
      0.26959746      0.00000000      0.00000000      0.00000000
      0.26986229      0.00000000      0.00000000      0.00000000
      0.27012712      0.00000000      0.00000000      0.00000000
      0.27039195      0.00000000      0.00000000      0.00000000
      0.27065678      0.00000000      0.00000000      0.00000000
      0.27092161      0.00000000      0.00000000      0.00000000
      0.27118644      0.00000000      0.00000000      0.00000000
      0.27145127      0.00000000      0.00000000      0.00000000
      0.27171610      0.00000000      0.00000000      0.00000000
      0.27198093      0.00000000      0.00000000      0.00000000
      0.27224576      0.00000000      0.00000000      0.00000000
      0.27251059      0.00000000      0.00000000      0.00000000
      0.27277542      0.00000000      0.00000000      0.00000000
      0.27304025      0.00000000      0.00000000      0.00000000
      0.27330508      0.00000000      0.00000000      0.00000000
      0.27356992      0.00000000      0.00000000      0.00000000
      0.27383475      0.00000000      0.00000000      0.00000000
      0.27409958      0.00000000      0.00000000      0.00000000
      0.27436441      0.00000000      0.00000000      0.00000000
      0.27462924      0.00000000      0.00000000      0.00000000
      0.27489407      0.00000000      0.00000000      0.00000000
      0.27515890      0.00000000      0.00000000      0.00000000
      0.27542373      0.00000000      0.00000000      0.00000000
      0.27568856      0.00000000      0.00000000      0.00000000
      0.27595339      0.00000000      0.00000000      0.00000000
      0.27621822      0.00000000      0.00000000      0.00000000
      0.27648305      0.00000000      0.00000000      0.00000000
      0.27674788      0.00000000      0.00000000      0.00000000
      0.27701271      0.00000000      0.00000000      0.00000000
      0.27727754      0.00000000      0.00000000      0.00000000
      0.27754237      0.00000000      0.00000000      0.00000000
      0.27780720      0.00000000      0.00000000      0.00000000
      0.27807203      0.00000000      0.00000000      0.00000000
      0.27833686      0.00000000      0.00000000      0.00000000
      0.27860169      0.00000000      0.00000000      0.00000000
      0.27886653      0.00000000      0.00000000      0.00000000
      0.27913136      0.00000000      0.00000000      0.00000000
      0.27939619      0.00000000      0.00000000      0.00000000
      0.27966102      0.00000000      0.00000000      0.00000000
      0.27992585      0.00000000      0.00000000      0.00000000
      0.28019068      0.00000000      0.00000000      0.00000000
      0.28045551      0.00000000      0.00000000      0.00000000
      0.28072034      0.00000000      0.00000000      0.00000000
      0.28098517      0.00000000      0.00000000      0.00000000
      0.28125000      0.00000000      0.00000000      0.00000000
      0.28151483      0.00000000      0.00000000      0.00000000
      0.28177966      0.00000000      0.00000000      0.00000000
      0.28204449      0.00000000      0.00000000      0.00000000
      0.28230932      0.00000000      0.00000000      0.00000000
      0.28257415      0.00000000      0.00000000      0.00000000
      0.28283898      0.00000000      0.00000000      0.00000000
      0.28310381      0.00000000      0.00000000      0.00000000
      0.28336864      0.00000000      0.00000000      0.00000000
      0.28363347      0.00000000      0.00000000      0.00000000
      0.28389831      0.00000000      0.00000000      0.00000000
      0.28416314      0.00000000      0.00000000      0.00000000
      0.28442797      0.00000000      0.00000000      0.00000000
      0.28469280      0.00000000      0.00000000      0.00000000
      0.28495763      0.00000000      0.00000000      0.00000000
      0.28522246      0.00000000      0.00000000      0.00000000
      0.28548729      0.00000000      0.00000000      0.00000000
      0.28575212      0.00000000      0.00000000      0.00000000
      0.28601695      0.00000000      0.00000000      0.00000000
      0.28628178      0.00000000      0.00000000      0.00000000
      0.28654661      0.00000000      0.00000000      0.00000000
      0.28681144      0.00000000      0.00000000      0.00000000
      0.28707627      0.00000000      0.00000000      0.00000000
      0.28734110      0.00000000      0.00000000      0.00000000
      0.28760593      0.00000000      0.00000000      0.00000000
      0.28787076      0.00000000      0.00000000      0.00000000
      0.28813559      0.00000000      0.00000000      0.00000000
      0.28840042      0.00000000      0.00000000      0.00000000
      0.28866525      0.00000000      0.00000000      0.00000000
      0.28893008      0.00000000      0.00000000      0.00000000
      0.28919492      0.00000000      0.00000000      0.00000000
      0.28945975      0.00000000      0.00000000      0.00000000
      0.28972458      0.00000000      0.00000000      0.00000000
      0.28998941      0.00000000      0.00000000      0.00000000
      0.29025424      0.00000000      0.00000000      0.00000000
      0.29051907      0.00000000      0.00000000      0.00000000
      0.29078390      0.00000000      0.00000000      0.00000000
      0.29104873      0.00000000      0.00000000      0.00000000
      0.29131356      0.00000000      0.00000000      0.00000000
      0.29157839      0.00000000      0.00000000      0.00000000
      0.29184322      0.00000000      0.00000000      0.00000000
      0.29210805      0.00000000      0.00000000      0.00000000
      0.29237288      0.00000000      0.00000000      0.00000000
      0.29263771      0.00000000      0.00000000      0.00000000
      0.29290254      0.00000000      0.00000000      0.00000000
      0.29316737      0.00000000      0.00000000      0.00000000
      0.29343220      0.00000000      0.00000000      0.00000000
      0.29369703      0.00000000      0.00000000      0.00000000
      0.29396186      0.00000000      0.00000000      0.00000000
      0.29422669      0.00000000      0.00000000      0.00000000
      0.29449153      0.00000000      0.00000000      0.00000000
      0.29475636      0.00000000      0.00000000      0.00000000
      0.29502119      0.00000000      0.00000000      0.00000000
      0.29528602      0.00000000      0.00000000      0.00000000
      0.29555085      0.00000000      0.00000000      0.00000000
      0.29581568      0.00000000      0.00000000      0.00000000
      0.29608051      0.00000000      0.00000000      0.00000000
      0.29634534      0.00000000      0.00000000      0.00000000
      0.29661017      0.00000000      0.00000000      0.00000000
      0.29687500      0.00000000      0.00000000      0.00000000
      0.29713983      0.00000000      0.00000000      0.00000000
      0.29740466      0.00000000      0.00000000      0.00000000
      0.29766949      0.00000000      0.00000000      0.00000000
      0.29793432      0.00000000      0.00000000      0.00000000
      0.29819915      0.00000000      0.00000000      0.00000000
      0.29846398      0.00000000      0.00000000      0.00000000
      0.29872881      0.00000000      0.00000000      0.00000000
      0.29899364      0.00000000      0.00000000      0.00000000
      0.29925847      0.00000000      0.00000000      0.00000000
      0.29952331      0.00000000      0.00000000      0.00000000
      0.29978814      0.00000000      0.00000000      0.00000000
      0.30005297      0.00000000      0.00000000      0.00000000
      0.30031780      0.00000000      0.00000000      0.00000000
      0.30058263      0.00000000      0.00000000      0.00000000
      0.30084746      0.00000000      0.00000000      0.00000000
      0.30111229      0.00000000      0.00000000      0.00000000
      0.30137712      0.00000000      0.00000000      0.00000000
      0.30164195      0.00000000      0.00000000      0.00000000
      0.30190678      0.00000000      0.00000000      0.00000000
      0.30217161      0.00000000      0.00000000      0.00000000
      0.30243644      0.00000000      0.00000000      0.00000000
      0.30270127      0.00000000      0.00000000      0.00000000
      0.30296610      0.00000000      0.00000000      0.00000000
      0.30323093      0.00000000      0.00000000      0.00000000
      0.30349576      0.00000000      0.00000000      0.00000000
      0.30376059      0.00000000      0.00000000      0.00000000
      0.30402542      0.00000000      0.00000000      0.00000000
      0.30429025      0.00000000      0.00000000      0.00000000
      0.30455508      0.00000000      0.00000000      0.00000000
      0.30481992      0.00000000      0.00000000      0.00000000
      0.30508475      0.00000000      0.00000000      0.00000000
      0.30534958      0.00000000      0.00000000      0.00000000
      0.30561441      0.00000000      0.00000000      0.00000000
      0.30587924      0.00000000      0.00000000      0.00000000
      0.30614407      0.00000000      0.00000000      0.00000000
      0.30640890      0.00000000      0.00000000      0.00000000
      0.30667373      0.00000000      0.00000000      0.00000000
      0.30693856      0.00000000      0.00000000      0.00000000
      0.30720339      0.00000000      0.00000000      0.00000000
      0.30746822      0.00000000      0.00000000      0.00000000
      0.30773305      0.00000000      0.00000000      0.00000000
      0.30799788      0.00000000      0.00000000      0.00000000
      0.30826271      0.00000000      0.00000000      0.00000000
      0.30852754      0.00000000      0.00000000      0.00000000
      0.30879237      0.00000000      0.00000000      0.00000000
      0.30905720      0.00000000      0.00000000      0.00000000
      0.30932203      0.00000000      0.00000000      0.00000000
      0.30958686      0.00000000      0.00000000      0.00000000
      0.30985169      0.00000000      0.00000000      0.00000000
      0.31011653      0.00000000      0.00000000      0.00000000
      0.31038136      0.00000000      0.00000000      0.00000000
      0.31064619      0.00000000      0.00000000      0.00000000
      0.31091102      0.00000000      0.00000000      0.00000000
      0.31117585      0.00000000      0.00000000      0.00000000
      0.31144068      0.00000000      0.00000000      0.00000000
      0.31170551      0.00000000      0.00000000      0.00000000
      0.31197034      0.00000000      0.00000000      0.00000000
      0.31223517      0.00000000      0.00000000      0.00000000
      0.31250000      0.00000000      0.00000000      0.00000000
      0.31276483      0.00000000      0.00000000      0.00000000
      0.31302966      0.00000000      0.00000000      0.00000000
      0.31329449      0.00000000      0.00000000      0.00000000
      0.31355932      0.00000000      0.00000000      0.00000000
      0.31382415      0.00000000      0.00000000      0.00000000
      0.31408898      0.00000000      0.00000000      0.00000000
      0.31435381      0.00000000      0.00000000      0.00000000
      0.31461864      0.00000000      0.00000000      0.00000000
      0.31488347      0.00000000      0.00000000      0.00000000
      0.31514831      0.00000000      0.00000000      0.00000000
      0.31541314      0.00000000      0.00000000      0.00000000
      0.31567797      0.00000000      0.00000000      0.00000000
      0.31594280      0.00000000      0.00000000      0.00000000
      0.31620763      0.00000000      0.00000000      0.00000000
      0.31647246      0.00000000      0.00000000      0.00000000
      0.31673729      0.00000000      0.00000000      0.00000000
      0.31700212      0.00000000      0.00000000      0.00000000
      0.31726695      0.00000000      0.00000000      0.00000000
      0.31753178      0.00000000      0.00000000      0.00000000
      0.31779661      0.00000000      0.00000000      0.00000000
      0.31806144      0.00000000      0.00000000      0.00000000
      0.31832627      0.00000000      0.00000000      0.00000000
      0.31859110      0.00000000      0.00000000      0.00000000
      0.31885593      0.00000000      0.00000000      0.00000000
      0.31912076      0.00000000      0.00000000      0.00000000
      0.31938559      0.00000000      0.00000000      0.00000000
      0.31965042      0.00000000      0.00000000      0.00000000
      0.31991525      0.00000000      0.00000000      0.00000000
      0.32018008      0.00000000      0.00000000      0.00000000
      0.32044492      0.00000000      0.00000000      0.00000000
      0.32070975      0.00000000      0.00000000      0.00000000
      0.32097458      0.00000000      0.00000000      0.00000000
      0.32123941      0.00000000      0.00000000      0.00000000
      0.32150424      0.00000000      0.00000000      0.00000000
      0.32176907      0.00000000      0.00000000      0.00000000
      0.32203390      0.00000000      0.00000000      0.00000000
      0.32229873      0.00000000      0.00000000      0.00000000
      0.32256356      0.00000000      0.00000000      0.00000000
      0.32282839      0.00000000      0.00000000      0.00000000
      0.32309322      0.00000000      0.00000000      0.00000000
      0.32335805      0.00000000      0.00000000      0.00000000
      0.32362288      0.00000000      0.00000000      0.00000000
      0.32388771      0.00000000      0.00000000      0.00000000
      0.32415254      0.00000000      0.00000000      0.00000000
      0.32441737      0.00000000      0.00000000      0.00000000
      0.32468220      0.00000000      0.00000000      0.00000000
      0.32494703      0.00000000      0.00000000      0.00000000
      0.32521186      0.00000000      0.00000000      0.00000000
      0.32547669      0.00000000      0.00000000      0.00000000
      0.32574153      0.00000000      0.00000000      0.00000000
      0.32600636      0.00000000      0.00000000      0.00000000
      0.32627119      0.00000000      0.00000000      0.00000000
      0.32653602      0.00000000      0.00000000      0.00000000
      0.32680085      0.00000000      0.00000000      0.00000000
      0.32706568      0.00000000      0.00000000      0.00000000
      0.32733051      0.00000000      0.00000000      0.00000000
      0.32759534      0.00000000      0.00000000      0.00000000
      0.32786017      0.00000000      0.00000000      0.00000000
      0.32812500      0.00000000      0.00000000      0.00000000
      0.32838983      0.00000000      0.00000000      0.00000000
      0.32865466      0.00000000      0.00000000      0.00000000
      0.32891949      0.00000000      0.00000000      0.00000000
      0.32918432      0.00000000      0.00000000      0.00000000
      0.32944915      0.00000000      0.00000000      0.00000000
      0.32971398      0.00000000      0.00000000      0.00000000
      0.32997881      0.00000000      0.00000000      0.00000000
      0.33024364      0.00000000      0.00000000      0.00000000
      0.33050847      0.00000000      0.00000000      0.00000000
      0.33077331      0.00000000      0.00000000      0.00000000
      0.33103814      0.00000000      0.00000000      0.00000000
      0.33130297      0.00000000      0.00000000      0.00000000
      0.33156780      0.00000000      0.00000000      0.00000000
      0.33183263      0.00000000      0.00000000      0.00000000
      0.33209746      0.00000000      0.00000000      0.00000000
      0.33236229      0.00000000      0.00000000      0.00000000
      0.33262712      0.00000000      0.00000000      0.00000000
      0.33289195      0.00000000      0.00000000      0.00000000
      0.33315678      0.00000000      0.00000000      0.00000000
      0.33342161      0.00000000      0.00000000      0.00000000
      0.33368644      0.00000000      0.00000000      0.00000000
      0.33395127      0.00000000      0.00000000      0.00000000
      0.33421610      0.00000000      0.00000000      0.00000000
      0.33448093      0.00000000      0.00000000      0.00000000
      0.33474576      0.00000000      0.00000000      0.00000000
      0.33501059      0.00000000      0.00000000      0.00000000
      0.33527542      0.00000000      0.00000000      0.00000000
      0.33554025      0.00000000      0.00000000      0.00000000
      0.33580508      0.00000000      0.00000000      0.00000000
      0.33606992      0.00000000      0.00000000      0.00000000
      0.33633475      0.00000000      0.00000000      0.00000000
      0.33659958      0.00000000      0.00000000      0.00000000
      0.33686441      0.00000000      0.00000000      0.00000000
      0.33712924      0.00000000      0.00000000      0.00000000
      0.33739407      0.00000000      0.00000000      0.00000000
      0.33765890      0.00000000      0.00000000      0.00000000
      0.33792373      0.00000000      0.00000000      0.00000000
      0.33818856      0.00000000      0.00000000      0.00000000
      0.33845339      0.00000000      0.00000000      0.00000000
      0.33871822      0.00000000      0.00000000      0.00000000
      0.33898305      0.25424888      0.75424888      0.75424888
      0.33924788      0.00000000      0.00000000      0.00000000
      0.33951271      0.00000000      0.00000000      0.00000000
      0.33977754      0.00000000      0.00000000      0.00000000
      0.34004237      0.00000000      0.00000000      0.00000000
      0.34030720      0.00000000      0.00000000      0.00000000
      0.34057203      0.00000000      0.00000000      0.00000000
      0.34083686      0.00000000      0.00000000      0.00000000
      0.34110169      0.00000000      0.00000000      0.00000000
      0.34136653      0.00000000      0.00000000      0.00000000
      0.34163136      0.00000000      0.00000000      0.00000000
      0.34189619      0.00000000      0.00000000      0.00000000
      0.34216102      0.00000000      0.00000000      0.00000000
      0.34242585      0.00000000      0.00000000      0.00000000
      0.34269068      0.00000000      0.00000000      0.00000000
      0.34295551      0.00000000      0.00000000      0.00000000
      0.34322034      0.00000000      0.00000000      0.00000000
      0.34348517      0.00000000      0.00000000      0.00000000
      0.34375000      0.00000000      0.00000000      0.00000000
      0.34401483      0.00000000      0.00000000      0.00000000
      0.34427966      0.00000000      0.00000000      0.00000000
      0.34454449      0.00000000      0.00000000      0.00000000
      0.34480932      0.00000000      0.00000000      0.00000000
      0.34507415      0.00000000      0.00000000      0.00000000
      0.34533898      0.00000000      0.00000000      0.00000000
      0.34560381      0.00000000      0.00000000      0.00000000
      0.34586864      0.00000000      0.00000000      0.00000000
      0.34613347      0.00000000      0.00000000      0.00000000
      0.34639831      0.00000000      0.00000000      0.00000000
      0.34666314      0.00000000      0.00000000      0.00000000
      0.34692797      0.00000000      0.00000000      0.00000000
      0.34719280      0.00000000      0.00000000      0.00000000
      0.34745763      0.00000000      0.00000000      0.00000000
      0.34772246      0.00000000      0.00000000      0.00000000
      0.34798729      0.00000000      0.00000000      0.00000000
      0.34825212      0.00000000      0.00000000      0.00000000
      0.34851695      0.00000000      0.00000000      0.00000000
      0.34878178      0.00000000      0.00000000      0.00000000
      0.34904661      0.00000000      0.00000000      0.00000000
      0.34931144      0.00000000      0.00000000      0.00000000
      0.34957627      0.00000000      0.00000000      0.00000000
      0.34984110      0.00000000      0.00000000      0.00000000
      0.35010593      0.00000000      0.00000000      0.00000000
      0.35037076      0.00000000      0.00000000      0.00000000
      0.35063559      0.00000000      0.00000000      0.00000000
      0.35090042      0.00000000      0.00000000      0.00000000
      0.35116525      0.00000000      0.00000000      0.00000000
      0.35143008      0.00000000      0.00000000      0.00000000
      0.35169492      0.00000000      0.00000000      0.00000000
      0.35195975      0.00000000      0.00000000      0.00000000
      0.35222458      0.00000000      0.00000000      0.00000000
      0.35248941      0.00000000      0.00000000      0.00000000
      0.35275424      0.00000000      0.00000000      0.00000000
      0.35301907      0.00000000      0.00000000      0.00000000
      0.35328390      0.00000000      0.00000000      0.00000000
      0.35354873      0.00000000      0.00000000      0.00000000
      0.35381356      0.00000000      0.00000000      0.00000000
      0.35407839      0.00000000      0.00000000      0.00000000
      0.35434322      0.00000000      0.00000000      0.00000000
      0.35460805      0.00000000      0.00000000      0.00000000
      0.35487288      0.00000000      0.00000000      0.00000000
      0.35513771      0.00000000      0.00000000      0.00000000
      0.35540254      0.00000000      0.00000000      0.00000000
      0.35566737      0.00000000      0.00000000      0.00000000
      0.35593220      0.00000000      0.00000000      0.00000000
      0.35619703      0.00000000      0.00000000      0.00000000
      0.35646186      0.00000000      0.00000000      0.00000000
      0.35672669      0.00000000      0.00000000      0.00000000
      0.35699153      0.00000000      0.00000000      0.00000000
      0.35725636      0.00000000      0.00000000      0.00000000
      0.35752119      0.00000000      0.00000000      0.00000000
      0.35778602      0.00000000      0.00000000      0.00000000
      0.35805085      0.00000000      0.00000000      0.00000000
      0.35831568      0.00000000      0.00000000      0.00000000
      0.35858051      0.00000000      0.00000000      0.00000000
      0.35884534      0.00000000      0.00000000      0.00000000
      0.35911017      0.00000000      0.00000000      0.00000000
      0.35937500      0.00000000      0.00000000      0.00000000
      0.35963983      0.00000000      0.00000000      0.00000000
      0.35990466      0.00000000      0.00000000      0.00000000
      0.36016949      0.00000000      0.00000000      0.00000000
      0.36043432      0.00000000      0.00000000      0.00000000
      0.36069915      0.00000000      0.00000000      0.00000000
      0.36096398      0.00000000      0.00000000      0.00000000
      0.36122881      0.00000000      0.00000000      0.00000000
      0.36149364      0.00000000      0.00000000      0.00000000
      0.36175847      0.00000000      0.00000000      0.00000000
      0.36202331      0.00000000      0.00000000      0.00000000
      0.36228814      0.00000000      0.00000000      0.00000000
      0.36255297      0.00000000      0.00000000      0.00000000
      0.36281780      0.00000000      0.00000000      0.00000000
      0.36308263      0.00000000      0.00000000      0.00000000
      0.36334746      0.00000000      0.00000000      0.00000000
      0.36361229      0.00000000      0.00000000      0.00000000
      0.36387712      0.00000000      0.00000000      0.00000000
      0.36414195      0.00000000      0.00000000      0.00000000
      0.36440678      0.00000000      0.00000000      0.00000000
      0.36467161      0.00000000      0.00000000      0.00000000
      0.36493644      0.00000000      0.00000000      0.00000000
      0.36520127      0.00000000      0.00000000      0.00000000
      0.36546610      0.00000000      0.00000000      0.00000000
      0.36573093      0.00000000      0.00000000      0.00000000
      0.36599576      0.00000000      0.00000000      0.00000000
      0.36626059      0.00000000      0.00000000      0.00000000
      0.36652542      0.00000000      0.00000000      0.00000000
      0.36679025      0.00000000      0.00000000      0.00000000
      0.36705508      0.00000000      0.00000000      0.00000000
      0.36731992      0.00000000      0.00000000      0.00000000
      0.36758475      0.00000000      0.00000000      0.00000000
      0.36784958      0.00000000      0.00000000      0.00000000
      0.36811441      0.00000000      0.00000000      0.00000000
      0.36837924      0.00000000      0.00000000      0.00000000
      0.36864407      0.00000000      0.00000000      0.00000000
      0.36890890      0.00000000      0.00000000      0.00000000
      0.36917373      0.00000000      0.00000000      0.00000000
      0.36943856      0.00000000      0.00000000      0.00000000
      0.36970339      0.00000000      0.00000000      0.00000000
      0.36996822      0.00000000      0.00000000      0.00000000
      0.37023305      0.00000000      0.00000000      0.00000000
      0.37049788      0.00000000      0.00000000      0.00000000
      0.37076271      0.00000000      0.00000000      0.00000000
      0.37102754      0.00000000      0.00000000      0.00000000
      0.37129237      0.00000000      0.00000000      0.00000000
      0.37155720      0.00000000      0.00000000      0.00000000
      0.37182203      0.00000000      0.00000000      0.00000000
      0.37208686      0.00000000      0.00000000      0.00000000
      0.37235169      0.00000000      0.00000000      0.00000000
      0.37261653      0.00000000      0.00000000      0.00000000
      0.37288136      0.00000000      0.00000000      0.00000000
      0.37314619      0.00000000      0.00000000      0.00000000
      0.37341102      0.00000000      0.00000000      0.00000000
      0.37367585      0.00000000      0.00000000      0.00000000
      0.37394068      0.00000000      0.00000000      0.00000000
      0.37420551      0.00000000      0.00000000      0.00000000
      0.37447034      0.00000000      0.00000000      0.00000000
      0.37473517      0.00000000      0.00000000      0.00000000
      0.37500000      0.00000000      0.00000000      0.00000000
      0.37526483      0.00000000      0.00000000      0.00000000
      0.37552966      0.00000000      0.00000000      0.00000000
      0.37579449      0.00000000      0.00000000      0.00000000
      0.37605932      0.00000000      0.00000000      0.00000000
      0.37632415      0.00000000      0.00000000      0.00000000
      0.37658898      0.00000000      0.00000000      0.00000000
      0.37685381      0.00000000      0.00000000      0.00000000
      0.37711864      0.00000000      0.00000000      0.00000000
      0.37738347      0.00000000      0.00000000      0.00000000
      0.37764831      0.00000000      0.00000000      0.00000000
      0.37791314      0.00000000      0.00000000      0.00000000
      0.37817797      0.00000000      0.00000000      0.00000000
      0.37844280      0.00000000      0.00000000      0.00000000
      0.37870763      0.00000000      0.00000000      0.00000000
      0.37897246      0.00000000      0.00000000      0.00000000
      0.37923729      0.00000000      0.00000000      0.00000000
      0.37950212      0.00000000      0.00000000      0.00000000
      0.37976695      0.00000000      0.00000000      0.00000000
      0.38003178      0.00000000      0.00000000      0.00000000
      0.38029661      0.00000000      0.00000000      0.00000000
